Change_ID,Aircraft_Model,Company,Part_Number,Primary_Part,Assembly,Problem_Description,Source_of_Report,Material_Type,Original_Length,Original_Height,Original_Width,Changed_Length,Changed_Height,Changed_Width,Change_Type,Date_Reported,Impacted_Items,Impacted_Organizations,Severity_Score,Priority,,,,,,
CR-737-1194,Boeing 737-800,Boeing Commercial Airplanes,737-99-1977-101,Left_Elevator,Empennage,Fatigue crack observed in structural component during routine inspection,Manufacturing_Engineering,Aluminum 6061-T6,329.41,188.75,65.95,327.84,187.18,64.38,Surface_Treatment_Change,2024-02-05,Left_Elevator|Empennage|Right_Elevator|Horizontal_Stabilizer,Manufacturing_Engineering|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Production_Control,3.2,Medium,,,,,,
CR-737-1195,Boeing 737-800,Boeing Commercial Airplanes,737-99-9348-101,Right_Elevator,Empennage,Vibration-induced loosening of critical fastener connections,Supplier_Boeing_Wichita,Carbon Fiber Composite,70.58,144.55,21.54,70.91,144.88,21.87,Tolerance_Adjustment,2024-05-24,Empennage|Right_Elevator|Horizontal_Stabilizer|Vertical_Stabilizer,Materials_Engineering|Systems_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Configuration_Management,0.99,Medium,,,,,,
CR-737-1196,Boeing 737-800,Boeing Commercial Airplanes,737-99-2390-002,Horizontal_Stabilizer,Empennage,Assembly interference detected during fit-up verification,Quality_Assurance,Inconel 718,442.19,48.05,33.87,441.45,47.31,33.13,Tolerance_Adjustment,2024-04-20,Empennage|Horizontal_Stabilizer|Vertical_Stabilizer|Right_Elevator|Rudder,Materials_Engineering|Structural_Engineering|Quality_Assurance|Production_Control,2.79,Medium,,,,,,
CR-737-1197,Boeing 737-800,Boeing Commercial Airplanes,737-53-7325-201,Passenger_Door_Frame,Fuselage,Impact damage assessment reveals underlying structural concerns,Maintenance_Planning,Titanium Ti-6Al-4V,488.07,63.82,85.17,487.97,63.72,85.07,Dimensional_Change,2024-12-09,Emergency_Exit_Frame|Center_Fuselage|Rear_Pressure_Bulkhead|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Manufacturing_Engineering|Materials_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Production_Control,0.78,High,,,,,,
CR-737-1198,Boeing 737-800,Boeing Commercial Airplanes,737-38-9413-002,MLG_Brake_System,Landing_Gear,Fastener hole misalignment discovered during assembly process,Manufacturing_Engineering,Carbon Fiber Composite,486.0,171.59,39.44,486.22,171.81,39.66,Surface_Treatment_Change,2023-11-10,Main_Landing_Gear|MLG_Brake_System|Landing_Gear,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control,0.4,Low,,,,,,
CR-737-1199,Boeing 737-800,Boeing Commercial Airplanes,737-99-5563-003,Left_Elevator,Empennage,Thermal expansion mismatch causing joint stress concentration,Design_Engineering,Carbon Fiber Composite,387.34,57.68,53.93,388.23,58.57,54.82,Process_Change,2024-12-05,Left_Elevator|Empennage|Right_Elevator|Horizontal_Stabilizer,Manufacturing_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Field_Support|Configuration_Management|Production_Control|Design_Engineering,3.57,Medium,,,,,,
CR-737-1200,Boeing 737-800,Boeing Commercial Airplanes,737-99-6261-002,Horizontal_Stabilizer,Empennage,Assembly interference detected during fit-up verification,Flight_Test,Magnesium AZ31B,108.54,33.05,94.7,107.45,31.96,93.61,Tolerance_Adjustment,2024-10-15,Empennage|Right_Elevator|Horizontal_Stabilizer,Customer_Support|Structural_Engineering|Quality_Assurance|Certification|Configuration_Management|Flight_Test,2.45,Low,,,,,,
CR-737-1201,Boeing 737-800,Boeing Commercial Airplanes,737-99-9142-003,Left_Aileron,Wing,Material thickness variation beyond specification limits detected,Design_Engineering,Stainless Steel 316L,391.22,146.59,30.44,391.94,147.31,31.16,Assembly_Sequence_Change,2024-07-04,Wing|Left_Slat_System|Left_Wing|Left_Aileron,Manufacturing_Engineering|Structural_Engineering|Quality_Assurance|Configuration_Management|Design_Engineering,2.17,Medium,,,,,,
CR-737-1202,Boeing 737-800,Boeing Commercial Airplanes,737-57-3038-101,Wing_Box_Interface,Fuselage,Material property variation affecting load distribution characteristics,Maintenance_Planning,Aluminum 6061-T6,61.06,92.45,45.07,59.4,90.79,43.41,Design_Modification,2023-09-18,Main_Landing_Gear_Bay|Center_Fuselage|Wing_Box_Interface|Wing_Fuel_Tank|Fuselage,Materials_Engineering|Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Flight_Test,10.0,High,,,,,,
CR-737-1203,Boeing 737-800,Boeing Commercial Airplanes,737-99-8007-101,MLG_Wheel_Assembly,Landing_Gear,Thermal expansion mismatch causing joint stress concentration,Field_Operations,Stainless Steel 316L,59.96,185.61,64.58,59.75,185.4,64.37,Surface_Treatment_Change,2023-05-03,Main_Landing_Gear|MLG_Wheel_Assembly|Landing_Gear,Systems_Engineering|Field_Operations|Structural_Engineering|Quality_Assurance|Field_Support|Flight_Test,0.38,Low,,,,,,
CR-737-1204,Boeing 737-800,Boeing Commercial Airplanes,737-53-1892-001,Emergency_Exit_Frame,Fuselage,Material property variation affecting load distribution characteristics,Field_Operations,Steel 4340,195.62,137.05,77.98,194.31,135.74,76.67,Quality_Requirement_Change,2023-10-02,Emergency_Exit_Frame|Fuselage|Center_Fuselage,Structural_Engineering|Customer_Support|Quality_Assurance|Field_Operations,2.55,Low,,,,,,
CR-737-1205,Boeing 737-800,Boeing Commercial Airplanes,737-57-1654-201,Left_Wing_Box,Wing,Fatigue crack observed in structural component during routine inspection,Quality_Assurance,Aluminum 7075-T6,269.89,36.28,91.15,269.35,35.74,90.61,Tolerance_Adjustment,2023-10-19,Wing|Left_Wing_Box|Wing_Center_Section|Left_Wing|Left_Aileron,Structural_Engineering|Configuration_Management|Quality_Assurance,2.03,Medium,,,,,,
CR-737-1206,Boeing 737-800,Boeing Commercial Airplanes,737-38-5370-201,MLG_Brake_System,Landing_Gear,Fastener hole misalignment discovered during assembly process,Supplier_Spirit_AeroSystems,Titanium Ti-6Al-4V,396.68,190.61,92.39,395.09,189.02,90.8,Surface_Treatment_Change,2023-08-14,Main_Landing_Gear|MLG_Brake_System|Landing_Gear,Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support|Supplier_Spirit_AeroSystems|Flight_Test,2.4,Low,,,,,,
CR-737-1207,Boeing 737-800,Boeing Commercial Airplanes,737-53-1285-002,Forward_Fuselage,Fuselage,Corrosion detected on surface coating affecting structural integrity,Customer_Operations,Stainless Steel 316L,357.48,66.54,79.9,356.23,65.29,78.65,Design_Modification,2024-02-21,Fuselage|Forward_Fuselage|Cockpit_Frame|Nose_Landing_Gear_Bay,Manufacturing_Engineering|Customer_Operations|Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Configuration_Management|Production_Control|Flight_Test,7.5,High,,,,,,
CR-737-1208,Boeing 737-800,Boeing Commercial Airplanes,737-99-2759-001,Thrust_Reverser,Propulsion,Material thickness variation beyond specification limits detected,Customer_Operations,Aluminum 6061-T6,250.66,80.7,30.55,250.93,80.97,30.82,Fastener_Change,2024-04-01,Engine_1|Thrust_Reverser|Propulsion,Customer_Operations|Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Flight_Test,0.72,Low,,,,,,
CR-737-1209,Boeing 737-800,Boeing Commercial Airplanes,737-99-7693-101,MLG_Strut,Landing_Gear,Manufacturing defect in composite layup causing delamination risk,Supplier_Boeing_Wichita,Aluminum 6061-T6,173.13,92.41,12.23,174.3,93.58,13.4,Fastener_Change,2023-01-24,Main_Landing_Gear|MLG_Brake_System|Main_Landing_Gear_Bay|Landing_Gear|MLG_Strut,Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support|Configuration_Management,5.26,Medium,,,,,,
CR-737-1210,Boeing 737-800,Boeing Commercial Airplanes,737-53-6276-001,Aft_Fuselage,Fuselage,Manufacturing defect in composite layup causing delamination risk,Maintenance_Planning,Aluminum 6061-T6,498.71,29.22,44.54,499.84,30.35,45.67,Design_Modification,2024-01-17,Passenger_Door_Frame|Fuselage|Aft_Fuselage|Rear_Pressure_Bulkhead,Materials_Engineering|Maintenance_Planning|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Configuration_Management|Production_Control|Flight_Test,6.76,High,,,,,,
CR-737-1211,Boeing 737-800,Boeing Commercial Airplanes,737-57-7619-002,Right_Wing_Box,Wing,Material thickness variation beyond specification limits detected,Manufacturing_Engineering,Inconel 718,241.78,109.37,22.74,241.46,109.05,22.42,Design_Modification,2023-10-25,Wing|Right_Wing|Main_Spar|Right_Aileron|Right_Wing_Box,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Production_Control|Flight_Test,2.38,High,,,,,,
CR-737-1212,Boeing 737-800,Boeing Commercial Airplanes,737-32-2059-101,Nose_Landing_Gear_Bay,Fuselage,Impact damage assessment reveals underlying structural concerns,Quality_Assurance,Aluminum 6061-T6,253.12,42.2,73.93,253.36,42.44,74.17,Surface_Treatment_Change,2024-01-26,Nose_Landing_Gear_Bay|Fuselage|Forward_Fuselage,Materials_Engineering|Structural_Engineering|Quality_Assurance|Customer_Support,0.43,Low,,,,,,
CR-737-1213,Boeing 737-800,Boeing Commercial Airplanes,737-32-2465-101,Main_Landing_Gear_Bay,Fuselage,Surface finish irregularity causing aerodynamic performance issues,Manufacturing_Engineering,Carbon Fiber Composite,123.63,92.17,69.5,122.86,91.4,68.73,Tolerance_Adjustment,2024-05-05,Fuselage|Main_Landing_Gear_Bay|Center_Fuselage,Manufacturing_Engineering|Structural_Engineering|Configuration_Management|Quality_Assurance,1.73,Low,,,,,,
CR-737-1214,Boeing 737-800,Boeing Commercial Airplanes,737-38-9698-002,MLG_Brake_System,Landing_Gear,Material property variation affecting load distribution characteristics,Quality_Assurance,Aluminum 6061-T6,407.66,83.13,13.96,407.21,82.68,13.51,Design_Modification,2023-04-03,Main_Landing_Gear|MLG_Brake_System|Main_Landing_Gear_Bay|MLG_Wheel_Assembly|Landing_Gear|MLG_Strut,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Flight_Test,4.05,High,,,,,,
CR-737-1215,Boeing 737-800,Boeing Commercial Airplanes,737-99-3441-003,NLG_Strut,Landing_Gear,Dimensional tolerance exceeded during manufacturing quality check,Design_Engineering,Steel 4340,362.16,159.11,85.29,363.4,160.35,86.53,Process_Change,2023-08-23,Nose_Landing_Gear|NLG_Strut|Landing_Gear,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Production_Control|Design_Engineering,3.71,Medium,,,,,,
CR-737-1216,Boeing 737-800,Boeing Commercial Airplanes,737-32-4798-001,Landing_Gear,Landing_Gear,Thermal expansion mismatch causing joint stress concentration,Quality_Assurance,Titanium Ti-6Al-4V,149.35,164.57,32.39,148.64,163.86,31.68,Assembly_Sequence_Change,2024-03-09,Landing_Gear,Systems_Engineering|Structural_Engineering|Quality_Assurance|Supplier_Management|Field_Support,0.53,Low,,,,,,
CR-737-1217,Boeing 737-800,Boeing Commercial Airplanes,737-57-4201-201,Wing_Center_Section,Wing,Impact damage assessment reveals underlying structural concerns,Field_Operations,Aluminum 7075-T6,87.07,47.61,48.9,87.98,48.52,49.81,Tolerance_Adjustment,2023-07-03,Front_Spar|Wing|Wing_Center_Section|Main_Spar|Right_Wing_Box,Field_Operations|Structural_Engineering|Quality_Assurance|Configuration_Management|Production_Control|Flight_Test,3.41,Medium,,,,,,
CR-737-1218,Boeing 737-800,Boeing Commercial Airplanes,737-32-1143-003,Nose_Landing_Gear_Bay,Fuselage,Material property variation affecting load distribution characteristics,Supplier_Boeing_Wichita,Steel 4340,356.22,85.98,70.11,356.26,86.02,70.15,Material_Change,2024-05-27,Fuselage|Nose_Landing_Gear_Bay|Cockpit_Frame|Forward_Fuselage,Manufacturing_Engineering|Materials_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Certification|Supplier_Management|Flight_Test,0.26,High,,,,,,
CR-737-1219,Boeing 737-800,Boeing Commercial Airplanes,737-99-8685-002,MLG_Wheel_Assembly,Landing_Gear,Material property variation affecting load distribution characteristics,Supplier_Boeing_Wichita,Carbon Fiber Composite,344.53,87.2,48.65,345.74,88.41,49.86,Surface_Treatment_Change,2024-08-10,Main_Landing_Gear|Main_Landing_Gear_Bay|MLG_Wheel_Assembly|Landing_Gear,Systems_Engineering|Customer_Support|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Field_Support,2.9,Medium,,,,,,
CR-737-1220,Boeing 737-800,Boeing Commercial Airplanes,737-38-2800-002,NLG_Steering_System,Landing_Gear,Dimensional tolerance exceeded during manufacturing quality check,Quality_Assurance,Aluminum 7075-T6,172.97,47.25,49.72,174.58,48.86,51.33,Process_Change,2023-01-01,Nose_Landing_Gear|NLG_Steering_System|Landing_Gear,Manufacturing_Engineering|Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Quality_Assurance|Field_Support|Production_Control,4.0,Medium,,,,,,
CR-737-1221,Boeing 737-800,Boeing Commercial Airplanes,737-99-7471-201,Stabilizer_Trim_Tab,Empennage,Wear pattern inconsistency observed during maintenance inspection,Design_Engineering,Magnesium AZ31B,477.89,163.72,15.91,477.78,163.61,15.8,Quality_Requirement_Change,2023-12-29,Stabilizer_Trim_Tab|Empennage|Horizontal_Stabilizer,Customer_Support|Structural_Engineering|Quality_Assurance|Supplier_Management|Configuration_Management|Design_Engineering,0.21,Low,,,,,,
CR-737-1222,Boeing 737-800,Boeing Commercial Airplanes,737-57-7679-002,Vertical_Fin_Box,Empennage,Wear pattern inconsistency observed during maintenance inspection,Flight_Test,Titanium Ti-6Al-4V,117.98,147.3,46.13,119.0,148.32,47.15,Design_Modification,2023-03-17,Vertical_Fin_Box|Empennage|Vertical_Stabilizer,Materials_Engineering|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Configuration_Management|Flight_Test,4.57,High,,,,,,
CR-737-1223,Boeing 737-800,Boeing Commercial Airplanes,737-99-7756-101,Right_Aileron,Wing,Stress concentration area showing signs of material degradation,Customer_Operations,Inconel 718,244.55,54.27,78.84,242.96,52.68,77.25,Assembly_Sequence_Change,2023-07-23,Right_Aileron|Wing|Right_Wing,Customer_Operations|Structural_Engineering|Quality_Assurance|Customer_Support,3.0,Low,,,,,,
CR-737-1224,Boeing 737-800,Boeing Commercial Airplanes,737-99-3411-101,Propulsion,Propulsion,Material property variation affecting load distribution characteristics,Supplier_Boeing_Wichita,Steel 4340,474.63,86.01,92.37,474.28,85.66,92.02,Process_Change,2023-01-17,Propulsion,Manufacturing_Engineering|Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Certification|Field_Support|Production_Control,0.35,Medium,,,,,,
CR-737-1225,Boeing 737-800,Boeing Commercial Airplanes,737-55-8640-101,Empennage,Empennage,Fastener hole misalignment discovered during assembly process,Supplier_Spirit_AeroSystems,Stainless Steel 316L,238.88,39.04,47.21,237.65,37.81,45.98,Material_Change,2023-09-09,Empennage,Materials_Engineering|Systems_Engineering|Structural_Engineering|Certification|Quality_Assurance|Supplier_Management|Field_Support|Production_Control|Supplier_Spirit_AeroSystems|Flight_Test,1.85,High,,,,,,
CR-737-1226,Boeing 737-800,Boeing Commercial Airplanes,737-99-6743-101,MLG_Wheel_Assembly,Landing_Gear,Surface treatment adhesion failure compromising protection coating,Design_Engineering,Aluminum 6061-T6,337.34,133.08,48.12,335.93,131.67,46.71,Tolerance_Adjustment,2023-12-30,Main_Landing_Gear|MLG_Brake_System|Main_Landing_Gear_Bay|MLG_Wheel_Assembly|Landing_Gear|MLG_Strut,Systems_Engineering|Structural_Engineering|Quality_Assurance|Certification|Field_Support|Design_Engineering|Flight_Test,6.0,High,,,,,,
CR-737-1227,Boeing 737-800,Boeing Commercial Airplanes,737-53-4169-003,Aft_Fuselage,Fuselage,Surface treatment adhesion failure compromising protection coating,Maintenance_Planning,Titanium Ti-6Al-4V,228.92,41.85,73.24,227.29,40.22,71.61,Dimensional_Change,2023-05-30,Emergency_Exit_Frame|Rear_Pressure_Bulkhead|Passenger_Door_Frame|Fuselage|Aft_Fuselage,Manufacturing_Engineering|Maintenance_Planning|Structural_Engineering|Quality_Assurance|Supplier_Management|Production_Control,8.33,Medium,,,,,,
CR-737-1228,Boeing 737-800,Boeing Commercial Airplanes,737-71-9537-003,Engine_1,Propulsion,Fatigue crack observed in structural component during routine inspection,Flight_Test,Aluminum 6061-T6,173.4,197.47,94.85,172.85,196.92,94.3,Assembly_Sequence_Change,2023-12-22,Engine_Cowling|Engine_1|Propulsion|Left_Wing_Box,Manufacturing_Engineering|Systems_Engineering|Structural_Engineering|Quality_Assurance|Production_Control|Flight_Test,1.66,Medium,,,,,,
CR-737-1229,Boeing 737-800,Boeing Commercial Airplanes,737-57-3020-101,Vertical_Fin_Box,Empennage,Assembly interference detected during fit-up verification,Flight_Test,Aluminum 6061-T6,492.79,160.52,34.04,493.67,161.4,34.92,Material_Change,2024-11-13,Vertical_Fin_Box|Empennage|Vertical_Stabilizer,Materials_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Configuration_Management|Production_Control|Flight_Test,3.96,High,,,,,,
CR-737-1230,Boeing 737-800,Boeing Commercial Airplanes,737-32-3512-101,Landing_Gear,Landing_Gear,Fastener hole misalignment discovered during assembly process,Flight_Test,Steel 4340,234.2,90.24,49.61,233.01,89.05,48.42,Design_Modification,2023-04-06,Landing_Gear,Materials_Engineering|Systems_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Field_Support|Production_Control|Flight_Test,1.78,High,,,,,,
CR-737-1231,Boeing 737-800,Boeing Commercial Airplanes,737-53-1686-001,Forward_Door_Frame,Fuselage,Surface finish irregularity causing aerodynamic performance issues,Quality_Assurance,Titanium Ti-6Al-4V,452.34,124.14,81.64,451.32,123.12,80.62,Design_Modification,2024-03-03,Forward_Door_Frame|Fuselage|Forward_Fuselage,Materials_Engineering|Customer_Support|Structural_Engineering|Certification|Quality_Assurance|Configuration_Management|Flight_Test,4.59,High,,,,,,
CR-737-1232,Boeing 737-800,Boeing Commercial Airplanes,737-57-4450-001,Wing_Box_Interface,Fuselage,Corrosion detected on surface coating affecting structural integrity,Supplier_Boeing_Wichita,Aluminum 2024-T3,153.48,184.04,64.87,152.7,183.26,64.09,Assembly_Sequence_Change,2023-03-09,Wing_Box_Interface|Fuselage|Center_Fuselage,Structural_Engineering|Supplier_Boeing_Wichita|Quality_Assurance|Supplier_Management|Production_Control|Flight_Test,1.75,Low,,,,,,
